4,GE101,HISTORY COUSRE,HIST,901L,HISTORY COURSE
PAL,120,INTR LEG WRIT-RES,PRLG,210N,INTR LEG WRIT-RES
PAL,210,FAMILY LAW,PRLG,311L,FAMILY LAW
PAL,220,WILLS TRUSTS ESTA,PRLG,420N,WILLS TRUSTS ESTA
PAL,230,BUSINESS LAW I,PRLG,380N,BUSINESS LAW I
PAL,240,"CIV LITIG, PRACT",PRLG,422N,"CIV LITIG, PRACT"
PAL,250,PARALEGAL COURSE,PRLG,901L,PARALEGAL COURSE
PAL,290,CRJU INTERN I,CRJU,496N,CRJU INTERN I
PAR,100,HEALTH ELECTIVE,HLTH,801L,HEALTH ELECTIVE
PAR,102,Pathophysiology&Life Span Dev,BIOL,904L,BIOLOGY COURSE
PAR,120,Clinical I,BIOL,495N,BIOLOGY INTERN
PAR,201,Trauma,ATHT,205L,BASIC CONCEPTS ATHT
PAR,203,Cardiology & Pulmonology,BIOL,902L,BIOL COURSE
PAR,205,Medical Emergencies I,BIOL,903L,BIOLOGY COURSE
PAR,206,Patient Assessment,ATHT,310L,LOWER BODY/EXREM
PAR,220,Clinical II,BIOL,496N,BIOL INTERN
PAR,230,Clinical III,BIOL,497N,BIOL INTERN
PD,10003,CAREER & LIFE PLANNING,CRDV,801N,CAREER & LIFE PLANNING
PDC,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
PDC,102,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
PE,123,HANDBALL/RACQUETB,PHED,133N,HANDBALL/RACQUETB
PED,101,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,102,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,103,CONDITIONING,PHED,124N,CONDITIONING
PED,104,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,105,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,106,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,107,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,109,ARCHERY,PHED,123N,ARCHERY
PED,111,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,113,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,114,PHYS ED COURSE,PHED,801N,PHYS ED ELECTIVE
PED,115,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,116,Yoga,PHED,147N,HATHA YOGA
PED,116,Yoga,PHED,147N,HATHA YOGA
PED,116,HATHA YOGA,PHED,147N,HATHA YOGA
PED,116,HATHA YOGA,PHED,147N,HATHA YOGA
PED,120,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
PED,121,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,121L,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,122,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,123,HANDBALL/RACQUETB,PHED,133N,HANDBALL/RACQUETB
PED,124,TENNIS,PHED,127N,TENNIS
PED,125,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,126,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
PED,127,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,128,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,129,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,130,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,131,GOLF,PHED,120N,GOLF
PED,132,SOCCER,PHED,130N,SOCCER
PED,134,PRINCIPLES OF ATHLETICS,PHED,802N,PHYS ED ELECTIVE
PED,138,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,140,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,141,INTRO TO DANCE,PHED,106N,INTRO TO DANCE
PED,142,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,143,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,144,MODERN DANCE I,PHED,128N,MODERN DANCE I
PED,145,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
PED,146,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,147,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,162,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,170,SKIING,PHED,138N,SKIING
PED,171,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,180,BEG SWIM/NONSWIM,PHED,139N,BEG SWIM/NONSWIM
PED,181,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,190,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,191,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,192,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,193,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,196,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,197,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
PED,199,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
PED,201,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,202,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,205,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,221,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,223,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,224,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
PED,246,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PED,247,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
PED,271,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,299,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PED,904,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PED,906,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PFA,100,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
PHED,0803N,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
PHED,101,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PHED,102,PHYS ED ELEVTIVE,PHED,801N,PHYS ED ELECTIVE
PHED,801,PHYS ED ELECTIVE,PHED,801L,PHYS ED ELECTIVE
PHED,801N,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
PHED,802N,PHYS ED ELECTIVE,PHED,802N,PHYS ED ELECTIVE
PHI,100,PHILOSPHY COURSE,PHIL,901L,PHILOSPHY COURSE
PHI,105,PHILOSOPHY COURSE,PHIL,901L,PHILOSPHY COURSE
PHI,107,INTRO TO LOGIC,PHIL,203L,INTRO TO LOGIC
PHI,201,PHILOSOPHY COURSE,PHIL,101L,PHILOSOPHICAL PERSPECTIVES
PHI,201,PHILOSOPHY COURSE,PHIL,901L,PHILOSPHY COURSE
PHI,201,PHILOSOPHY: PRIMARY ISSUES,PHIL,901L,PHILOSPHY COURSE
PHI,201,PHILOSOPHY: PRIMARY ISSUES,PHIL,101L,PHILOSOPHICAL PERSPECTIVES
PHI,202,PHILOSPHY COURSE,PHIL,901L,PHILOSPHY COURSE
PHI,203,WORLD RELIGIONS,REST,209L,WORLD RELIGIONS
PHI,204,WORLD VIEW VALUES,PHIL,103L,WORLD VIEW VALUES
PHI,205,Ethical Theory,PHIL,300L,ETHICS
PHI,205,ETHICS,PHIL,200L,ETHICS
PHI,205,ETHICS,PHIL,300L,ETHICS
PHI,205,Ethical Theory,PHIL,200L,ETHICS
PHI,207,INTRO TO LOGIC,PHIL,203L,INTRO TO LOGIC
PHI,903,PHILOSOPHY COURSE,PHIL,901L,PHILOSPHY COURSE
PHI,904,PHILOSPHY COURSE,PHIL,901L,PHILOSPHY COURSE
PHIL,203,WORLD RELIGIONS,REST,209L,WORLD RELIGIONS
PHS,101,SCIENCE COURSE,SCI,901L,SCIENCE COURSE
PHS,102,SCIENCE COURSE,SCI,902L,SCIENCE COURSE
PHS,103,INTRO ENVIRON ISS,ENSC,101L,INTRO ENVIRON ISS
PHS,105,SCIENCE COURSE,SCI,901L,SCIENCE COURSE
PHS,107,SCIENCE COURSE,SCI,900L,SCIENCE COURSE
PHS,111,WEATHER AND CLIMATE,ENSC,901L,ENV SCI COURSE
PHS,111,WEATHER AND CLIMATE,ENSC,211L,WEATHER AND CLIMATE
PHS,111,WEATHER AND CLIMATE,ENSC,211L,WEATHER AND CLIMATE
PHS,111,WEATHER AND CLIMATE,ENSC,211L,WEATHER AND CLIMATE
PHS,111,WEATHER AND CLIMATE,ENSC,211L,WEATHER AND CLIMATE
PHS,111,WEATHER AND CLIMATE,ENSC,901L,ENV SCI COURSE
PHS,111L,SCIENCE COURSE,SCI,902L,SCIENCE COURSE
PHS,112,SCIENCE COURSE,SCI,901L,SCIENCE COURSE
PHS,114,INTRO CHEMISTRY,CHEM,101L,INTRO CHEMISTRY
PHS,115,Fundamentals of Electricity,PHYS,801L,PHYSICS ELECTIVE
PHS,203,WORLD RELIGIONS,REST,209L,WORLD RELIGIONS
PHS,804,SCIENCE COURSE,SCI,901L,SCIENCE COURSE
PHS,901,SCIENCE COURSE,SCI,900L,SCIENCE COURSE
PHS,905,SCIENCE COURSE,SCI,901L,SCIENCE COURSE
PHS,906,SCIENCE COURSE,SCI,901L,SCIENCE COURSE
PHS,907,CHEMISTRY ELECTIVE,CHEM,801L,CHEMISTRY ELECT
PHS,908,SCIENCE ELECTIVE,SCI,801L,SCIENCE ELECTIVE
PHS,909,SCIENCE ELECTIVE,SCI,801L,SCIENCE ELECTIVE
PHY,102,PHYSICS COURSE,PHYS,902L,PHYSICS COURSE
PHY,107,INTRO TO LOGIC,PHIL,203L,INTRO TO LOGIC
PHY,121,GEN PHYSICS I+LAB,PHYS,213L,GEN PHYSICS LAB I
PHY,121,GEN PHYSICS I+LAB,PHYS,211L,GENERAL PHYSICS I
PHY,121L,PHYSICS ELECTIVE,PHYS,213L,GEN PHYSICS LAB I
PHY,122,GEN PHYSICS II,PHYS,214L,GEN PHYSIC LAB II
PHY,122,GEN PHYSICS II,PHYS,212L,GEN PHYSICS II
PHY,122410,GEN PHYSICS II,PHYS,212L,GEN PHYSICS II
PHY,122411,GEN PHYS LAB II,PHYS,214L,GEN PHYSIC LAB II
PHY,122L,GEN PHYSIC LAB II,PHYS,214L,GEN PHYSIC LAB II
PHY,123,PHYSICS COURSE,PHYS,903L,PHYSICS COURSE
PHY,131,PHYSICS COURSE,PHYS,901L,PHYSICS COURSE
PHY,132,PHYSICS COURSE,PHYS,902L,PHYSICS COURSE
PHY,151,GENERAL PHYSICS I,PHYS,211L,GENERAL PHYSICS I
PHY,151L,GEN PHYSICS LAB I,PHYS,213L,GEN PHYSICS LAB I
PHY,152,GEN PHYSICS II,PHYS,212L,GEN PHYSICS II
PHY,152L,GEN PHYSICS LAB II,PHYS,214L,GEN PHYSIC LAB II
PHY,251,GEN PHYSICS III,PHYS,221L,GEN PHYSICS III
PHY,903,PHYSICS ELECTIVE,PHYS,801L,PHYSICS ELECTIVE
PHY,904,PHYSICS COURSE,PHYS,901L,PHYSICS COURSE
PHY,9041,PHYSICS COURSE,PHYS,901L,PHYSICS COURSE
PHY,904L,PHYSICS ELECTIVE,PHYS,801L,PHYSICS ELECTIVE
PHY,905,PHYSICS COURSE,PHYS,902L,PHYSICS COURSE
PHYS,121,GEN PHYSICS I,PHYS,211L,GENERAL PHYSICS I
PLS,201,CRIM JUS ORG&ADM,CRJU,301N,CRIM JUS ORG&ADM
PLS,205,CRIM & SCI INVEST,CRJU,206N,CRIM & SCI INVEST
PLS,206,CRIM JUST COURSE,CRJU,901L,CRIM JUST COURSE
PLS,207,CRIM JUST COURSE,CRJU,902L,CRIM JUST COURSE
POS,121,AMER NATL GOVT,POSC,110L,AMER NATL GOVT
POS,122,AM STATE/URBAN PO,POSC,211L,AM STATE/URBAN PO
POS,219,INTERNAT POLITICS,POSC,273L,INTERNAT POLITICS
PS,2060,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
PSY,101,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
PSY,102,SOCIAL WORK ELECTIVE,SOCW,801L,SOCIAL WORK ELECTIVE
PSY,102,SOCIAL WORK ELECTIVE,PSYC,901L,PSYCHOLOGY COURSE
PSY,102,SOCIAL WORK ELECTIVE,SOCW,330L,SOC SERV THEO/PRA
PSY,102,PSYCHOLOGY COURSE,SOCW,801L,SOCIAL WORK ELECTIVE
PSY,102,PSYCHOLOGY COURSE,SOCW,330L,SOC SERV THEO/PRA
PSY,102,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
PSY,111,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
PSY,111L,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
PSY,112,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
PSY,114,PSY OF INTERP COM,PSYC,215L,PSY OF INTERP COM
PSY,124,PSY OF INTERP COM,PSYC,215L,PSY OF INTERP COM
PSY,134,PSY OF INTERP COM,PSYC,215L,PSY OF INTERP COM
PSY,201,ABNORMAL PSYCHOLOGY,PSYC,202L,ABNORMAL PSYCHOLOGY
PSY,202,SOCIAL WORK ELECTIVE,SOCW,801L,SOCIAL WORK ELECTIVE
PSY,202,SOCIAL WORK ELECTIVE,SOCW,802L,SOCIAL WORK ELECTIVE
PSY,202,SOCIAL WORK ELECTIVE,SOCW,802L,SOCIAL WORK ELECTIVE
PSY,202,SOC SERV THEO/PRA,SOCW,801L,SOCIAL WORK ELECTIVE
PSY,202,SOC SERV THEO/PRA,SOCW,802L,SOCIAL WORK ELECTIVE
PSY,202,SOC SERV THEO/PRA,SOCW,802L,SOCIAL WORK ELECTIVE
PSY,203,CHILD DEVELOPMENT,PSYC,317L,CHILD DEVELOPMENT
PSY,203,CHILD DEVELOPMENT,SOCW,345L,HUM BEH-SOC ENV
PSY,204,PSYC OF THE ADOLSCT,PSYC,318L,PSYC OF THE ADOLSCT
PSY,205,SOCIAL PSYCHOLOGY,PSYC,220L,SOCIAL PSYCHOLOGY
PSY,206,SOCIAL PSYCHOLOGY,PSYC,220L,SOCIAL PSYCHOLOGY
PSY,207,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
PSY,209,INTRO:PHYSIO PSYC,PSYC,301L,INTRO:PHYSIO PSYC
PSY,210,"PSYC, BIO SEX DIF",PSYC,206L,"PSYC, BIO SEX DIF"
PSY,211,EDUC PSYCHOLOGY,PSYC,208L,EDUC PSYCHOLOGY
PSY,221,CHILD DEVELOPMENT,PSYC,317L,CHILD DEVELOPMENT
PSY,222,"ADOL, ADULT-AGIN",PSYC,321L,"ADOL, ADULT-AGIN"
PSY,235,THE EXCEPT CHILD,PSYC,207L,THE EXCEPT CHILD
PSY,236,HUM BEH-SOC ENV,SOCW,345L,HUM BEH-SOC ENV
PSY,802,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
PSY,901,PSYCH OF RETARDTN,PSYC,209L,PSYCH OF RETARDTN
PSY,904,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
PSYC,101,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
PSYC,102,PSYCHOLOGY COURSE,PSYC,902L,PSYC COURSE
PSYC,102,PSYCHOLOGY COURSE,PSYC,902L,PSYC COURSE
PSYC,102,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
PSYC,102,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
PSYC,111,INTRO PSYCHOLOGY,PSYC,101L,INTRO PSYCHOLOGY
PSYC,134,PSY OF INTERP COM,PSYC,215L,PSY OF INTERP COM
PSYC,202,SOC SERV THEO/PRA,PSYC,902L,PSYC COURSE
PSYC,202,SOC SERV THEO/PRA,PSYC,902L,PSYC COURSE
PSYC,207,PSYCHOLOGY ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
PSYC,901L,PSYCHOLOGY COURSE,PSYC,901L,PSYCHOLOGY COURSE
PSYC,904,PSYC ELECTIVE,PSYC,801L,PSYCHOLOGY ELECTIVE
REA,91,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
REA,100,COLLEGE READING,LERN,105L,COLLEGE READING
REA,103,COLLEGE READING,LERN,105L,COLLEGE READING
REA,105,COLLEGE READING,LERN,105L,COLLEGE READING
REA,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
REA,272,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
REA,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
REC,101,PHYS ED ELECTIVE,PHED,803N,PHYS ED ELECTIVE
REC,102,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
RET,100,FASHION ELECTIVE,FASH,803N,FASHION ELECTIVE
RET,101,MARKET MANAGEMENT,BUS,340N,MARKET MANAGEMENT
RET,103,FASHION ELECTIVE,FASH,802N,FASHION ELECTIVE
RET,104,FASHION ELECTIVE,FASH,801L,FASH ELECTIVE
RET,105,FASHION ELECTIVE,FASH,804N,FASHION ELECTIVE
RET,106,PRINC RETAILING,FASH,265N,PRIN RETAILING
RET,108,FASHION ELECTIVE,FASH,801N,FASHION ELECTIVE
RET,203,FASHION ELECTIVE,FASH,801N,FASHION ELECTIVE
RET,204,VISUAL MERCH,FASH,285N,VISUAL MERCH
RET,206,FASHION ELECTIVE,FASH,803N,FASHION ELECTIVE
RET,207,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
RET,211,FASH EMPLOY SEM,FASH,400N,FASH EMPLOY SEM
RET,273,FASHION ELECTIVE,FASH,802N,FASHION ELECTIVE
SC,140,IS COURSE,IS,991L,IS COURSE
SCI,100,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
SCI,801L,SCIENCE ELECTIVE,SCI,801L,SCIENCE ELECTIVE
SCI,901,SCIENCE ELECTIVE,SCI,801L,SCIENCE ELECTIVE
SCS,112,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
SCS,121,PSYC COURSE,PSYC,902L,PSYC COURSE
SCS,122,PSYC COURSE,PSYC,903L,PSYC COURSE
SCS,134,PSYCHOLOGY COURSE,PSYC,215L,PSY OF INTERP COM
SCS,141,INTRO CRIM JUST,CRJU,101L,INTRO CRIM JUST
SCS,142,CRIMINOLOGY,CRJU,202L,CRIMINOLOGY
SCS,156,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
SCS,242,DRUG/ALCOHOL ABUS,CRJU,242L,DRUG/ALCOHOL ABUS
SCS,262,JUVENILE DELINQ,CRJU,223L,JUVENILE DELINQ
SCS,263,CRIM PROCEDURE I,CRJU,303L,CRIM PROCEDURE I
SCS,264,CRIM PROCEDR II,CRJU,304L,CRIM PROCEDR II
SCS,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
SCS,902,GENERAL ELECTIVE,ELEC,802L,GENERAL ELECTIVE
SES,210,BUSINESS ELECTIVE,BUS,802N,BUSINESS ELECTIVE
SO,207,CRIMINOLOGY,CRJU,202L,CRIMINOLOGY
SOC,101,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
SOC,103,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
SOC,113,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
SOC,202,SOCIAL INEQUALITY,SOC,336L,SOCIAL INEQUALITY
SOC,202,SOCIAL INEQUALITY,SOC,336L,SOCIAL INEQUALITY
SOC,203,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
SOCI,101,INTRO SOCIOLOGY,SOC,101L,INTRO SOCIOLOGY
SOCW,801N,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
SOCW,802L,L,SOCW,802L,SOCIAL WORK ELECTIVE
SOS,101,HISTORY COURSE,HIST,901L,HISTORY COURSE
SOS,103,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
SOS,203,SOCIOLOGY COURSE,SOC,901L,SOCIOLOGY COURSE
SOS,205,SOCIOLOGY COURSE,SOC,902L,SOCIOLOGY COURSE
SPA,101,ELEM SPANISH I,SPAN,101L,ELEM SPANISH I
SPA,102,ELEM SPANISH II,SPAN,102L,ELEM SPANISH II
SPA,199,SPANISH COURSE,SPAN,901L,SPANISH COURSE
SPA,201,INTER SPANISH I,SPAN,105L,INTER SPANISH I
SPA,202,INTER SPANISH II,SPAN,106L,INTER SPANISH II
SPA,2030,INTER SPAN I,SPAN,105L,INTER SPANISH I
SPA,2040,INTER SPAN II,SPAN,106L,INTER SPAN II
SPA,208,SPANISH COURSE,SPAN,901L,SPANISH COURSE
SPA,273,SPANISH ELECTIVE,SPAN,801L,SPANISH ELECTIVE
SPA,301,ADV SPANISH I,SPAN,201L,ADV SPANISH I
SPA,302,ADV SPAN II,SPAN,202L,ADV SPAN II
SPA,320,SPAN-HISPANICS I,SPAN,210L,SPAN-HISPANICS I
SPA,901,SPANISH COURSE,SPAN,901L,SPANISH COURSE
SPA,999,SPANISH COURSE,SPAN,901L,SPANISH COURSE
SPAN,199,ELEM SPANISH II,SPAN,102L,ELEM SPANISH II
SPC,101,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
SPE,10,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
SPE,100,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
SPE,101,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
SPE,101L,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
SPE,102,COMM ELECTIVE,COM,801L,COMM ELECTIVE
SPE,102L,COMM ELECTIVE,COM,801L,COMM ELECTIVE
SPE,103,GENERAL ELECTIVE,ELEC,801N,GENERAL ELECTIVE
SPE,107,COMM COURSE,COM,901L,COMM COURSE
SPE,110,COMM COURSE,COMM,900L,COMM COURSE
SPE,111,COMM ELECTIVE,COM,801L,COMM ELECTIVE
SPE,115,STUDY SKILL ELECT,LERN,801L,STUDY SKILL ELECT
SPE,116,ORGANIZATION ELECTIVE,ORG,801N,ORGANIZATION ELECTIVE
SPE,201,AUGUMENT & DEBATE,COM,204L,AUGUMENT & DEBATE
SPE,204,GENERAL ELECTIVE,ELEC,802N,GENERAL ELECTIVE
SPE,210,COMM COURSE,COM,901L,COMM COURSE
SPE,211,COMM COURSE,COM,901L,COMM COURSE
SPE,219,INTERCULT COMM,COM,325L,INTERCULT COMM
SPE,272,COM ELECTIVE,COM,804N,COMM ELECTIVE
SPE,903,PUBLIC PRESENTAT.,COM,101L,PUBLIC PRESENTAT.
SPE,904,COMM COURSE,COM,901L,COMM COURSE
SPE,905,COMM ELECTIVE,COM,801L,COMM ELECTIVE
SPE,907,ORGANIZATION ELECTIVE,ORG,801N,ORGANIZATION ELECTIVE
SPEC,116,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
TEL,110,ITS COURSE,ITS,901L,ITS COURSE
TEL,210,ITS COURSE,ITS,902L,ITS COURSE
TEL,211,DATA COMMUNICATIONS,ITS,406N,DATA COMMUNICATIONS
TEL,212,INTERNETWORKING I,ITS,415N,INTERNETWORKING I
THE,103,ENG THEATRE-PRODUCTION,ENG,923L,ENG THEATRE-PRODUCTION
THE,105,INTRO DRAMA/PERFORM,ENG,150L,INTRO DRAMA/PERFORM
THE,106,ART 100 LEV GEN,ART,901L,ART 100 LEV GEN
THE,109,ACTING I,ENG,227L,ACTING I
THE,120,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
THE,161,THEATRE PRACTICUM,ENG,229L,THEATRE PRACTICUM
THE,201,Play Directing,ENG,901L,ENG COURSE/WRIT
THE,209,ACTING II,ENG,241L,ACTING II
THE,261,THEATRE WORKSHOP,ENG,451L,THEATRE WORKSHOP
THE,271,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
THE,273,ENG COURSE/WRIT,ENG,901L,ENG COURSE/WRIT
THE,903,ENGLISH ELECTIVE,ENG,802L,ENGLISH ELECTIVE
THEA,109,ENG COURSE/WRIT,ENG,901L,ENG COURSE/WRIT
VIS,110,FUND ART-DESIGN,ART,101N,FUND ART-DESIGN
VIS,152,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
VIS,170,ARTS 100 LEV STUDIO,ART,901N,ARTS 100 LEV STUDIO
WFE,101,PHYS ED COURSE,PHED,801N,PHYS ED ELECTIVE
WFE,103,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
WVE,101,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
